,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Storage,Fossil Hard coal,Fossil Gas,Fossil Oil,Other
2026-01-02 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00+00:00,0.0,19.878512396694212,0.0,0.0,2.8793388429752067,0.0,0.0,0.0,8.405454545454546,0.0,2.336694214876033
2026-01-03 00:00:00+00:00,0.0,45.3268477520436,0.0,0.0,5.978222922343324,0.0,0.0,0.0,18.60105160081744,0.0,5.34387772479564
2026-01-03 01:00:00+00:00,0.0,131.98494182067077,0.0,0.0,17.580424366872005,0.0,0.0,0.0,54.81177275838467,0.0,15.622861054072551
2026-01-03 02:00:00+00:00,0.0,40.84461913197519,0.0,0.0,5.477435783879539,0.0,0.0,0.0,17.849202834366693,0.0,5.078742249778566
2026-01-03 03:00:00+00:00,0.0,80.37403735505002,0.0,0.0,10.17119589271488,0.0,0.0,0.0,34.95149154642825,0.0,10.003275205806851
2026-01-03 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 15:00:00+00:00,0.6349104389957423,66.66559609455292,0.0,0.0,12.432700778152988,0.0,3.543954632212597,0.0,64.06823520775217,0.0,9.904602848333578
2026-01-03 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 18:00:00+00:00,0.0,33.59349808378485,0.0,0.24738998282014008,5.999207083388397,0.0,0.855557023919651,0.0,32.78432668164398,0.0,4.520021144442976
2026-01-03 19:00:00+00:00,0.0,171.75938498402556,0.0,0.0507188498402556,28.98582268370607,0.0,0.1014376996805112,0.0,157.81170127795528,0.0,22.290934504792332
2026-01-03 20:00:00+00:00,0.0,192.59357171288312,0.0,0.0,33.004776436247845,0.0,0.0,0.0,173.97910309141568,0.0,24.922548759453363
2026-01-03 21:00:00+00:00,0.0,187.291806621881,0.0,0.0,28.44835652591171,0.0,0.0,0.0,100.56100047984646,0.0,23.448836372360844
2026-01-03 22:00:00+00:00,0.0,155.01921309832093,0.0,0.0,21.895246846545817,0.0,1.0385097318519756,0.0,62.59184696349511,0.0,18.45518335978615
2026-01-03 23:00:00+00:00,0.0,114.32332419636182,0.0,0.0,16.071060719328848,0.0,0.0,0.0,45.80488412658859,0.0,13.300730957720742
2026-01-04 00:00:00+00:00,0.0,49.73288311247026,0.0,0.0,6.4139908256880735,0.0,0.0,0.0,20.234114848793748,0.0,5.86901121304791
2026-01-04 01:00:00+00:00,0.0,345.3537988229,0.0,0.0,49.50876136971643,0.0,0.0,0.0,149.9438202247191,0.0,43.943619582664525
2026-01-04 02:00:00+00:00,0.0,369.044696969697,0.0,0.0,62.75151515151515,0.0,0.0,0.0,183.51022727272726,0.0,52.69356060606061
2026-01-04 03:00:00+00:00,0.0,384.29089823220255,0.0,0.0,65.48815097945533,0.0,0.0,0.0,194.9913043478261,0.0,55.979646440516
2026-01-04 04:00:00+00:00,0.0,170.2113594040968,0.0,0.0,28.171322160148975,0.0,0.0,0.0,87.34264432029795,0.0,24.27467411545624
2026-01-04 05:00:00+00:00,0.0,107.43878718535468,0.0,0.0,21.059862700228834,0.0,0.8557894736842105,0.0,58.11926773455378,0.0,15.77629290617849
2026-01-04 06:00:00+00:00,0.24507272570789226,136.1624064033049,0.0,0.0,27.938290730699716,0.0,0.0,0.0,99.32797572940872,0.0,21.076254410878736
2026-01-04 07:00:00+00:00,9.584117747732328,163.7386616464145,0.0,0.0,35.491186034571285,0.0,0.0,0.0,115.39876775628957,0.0,25.7872668149923
2026-01-04 08:00:00+00:00,19.8202869320344,114.6058489991628,0.0,0.0,26.406594870233658,0.0,0.0,0.0,90.32650886673262,0.0,17.59076033183652
2026-01-04 09:00:00+00:00,31.11395753315458,108.05967823755344,0.0,0.0,20.232371911008045,0.0,0.0,0.0,79.3249148489021,0.0,15.76907746938184
2026-01-04 10:00:00+00:00,35.11554477252392,99.41358661986372,0.0,0.0,16.428780370293893,0.0,0.0,0.0,62.00891320806663,0.0,13.283175029251842
2026-01-04 11:00:00+00:00,19.48493479978925,49.93358140147524,0.0,0.0,8.544783983140148,0.0,0.0,0.0,34.61108732876713,0.0,6.675612486828241
2026-01-04 12:00:00+00:00,35.66342480027787,117.65074678707884,0.0,0.0,22.304098645362973,0.0,0.0,0.0,85.5343869399097,0.0,16.347342827370614
2026-01-04 13:00:00+00:00,17.984660651235778,94.39744998038447,0.0,0.0,22.634954884268343,0.0,0.0,0.0,74.51039623381719,0.0,14.972538250294233
2026-01-04 14:00:00+00:00,9.63685484568168,98.24760093369068,0.0,0.0,38.35951413503933,0.0,0.0,0.0,141.19737183366473,0.0,23.058658251923575
2026-01-04 15:00:00+00:00,1.0089523097374542,104.13083665669659,0.0,0.06958291791292788,50.865112994350284,0.0,0.0,0.0,232.61569458291794,0.0,30.059820538384848
2026-01-04 16:00:00+00:00,0.0,21.756778566817303,0.0,0.6807617817947063,13.284054228534538,0.0,2.8334409296320207,0.0,67.47821174951581,0.0,7.966752743705617
2026-01-04 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 19:00:00+00:00,0.0,115.30046728971963,0.0,0.08259345794392524,58.68265186915888,0.0,5.2446845794392525,0.0,314.9288551401869,0.0,36.010747663551406
2026-01-04 20:00:00+00:00,0.0,111.66735751295337,0.0,0.0,79.66761658031089,0.0,0.56139896373057,0.0,305.8093264248705,0.0,44.04430051813472
2026-01-04 21:00:00+00:00,0.0,103.55642369233648,0.0,0.0,67.83264714138673,0.0,1.445962384205109,0.0,245.64349209319735,0.0,36.021474688874335
2026-01-04 22:00:00+00:00,0.0,120.09091904918392,0.0,0.0,64.88881586154014,0.0,0.0,0.0,150.61014349874026,0.0,34.41012159053565
2026-01-04 23:00:00+00:00,0.0,60.15188509874327,0.0,0.0,33.01292639138241,0.0,0.0,0.0,60.458886894075405,0.0,17.376301615798923
2026-01-05 00:00:00+00:00,0.0,156.53437381524074,0.0,0.0,106.58880955389864,0.0,0.0,0.0,188.04536838114495,0.0,53.581448249715656
2026-01-05 01:00:00+00:00,0.0,184.3483164983165,0.0,0.0,94.6097643097643,0.0,0.0,0.0,157.8272727272727,0.0,45.464646464646464
2026-01-05 02:00:00+00:00,0.0,323.19549241985885,0.0,0.0,139.8782837634533,0.0,0.0,0.0,180.02013655826875,0.0,69.15608725841916
2026-01-05 03:00:00+00:00,0.0,387.5263908701855,0.0,0.0,189.1963861150737,0.0,0.0,0.0,16.74496750673641,0.0,92.53225550800444
2026-01-05 04:00:00+00:00,0.0,84.13006111535523,0.0,0.0,61.505443086325435,0.0,0.9385026737967914,0.0,88.28628724216959,0.0,28.389705882352942
2026-01-05 05:00:00+00:00,0.0,83.10155358016637,0.0,0.0,71.91681618006851,0.0,10.174278258032947,0.0,232.1268553253955,0.0,29.93049665633665
2026-01-05 06:00:00+00:00,0.044933530280649926,62.39020679468242,0.0,0.0,36.39615952732644,0.0,10.020177252584933,0.0,251.67270310192023,0.0,19.725819793205318
2026-01-05 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 08:00:00+00:00,547.1477845582383,1748.1371716635713,0.0,62.9219952241974,1177.735606261608,0.0,778.317723534094,0.0,7981.518307243301,0.0,592.9714115149908
2026-01-05 09:00:00+00:00,1035.4707232603093,1232.6384906572166,0.0,1.359777706185567,1380.8542606314434,0.0,422.21097777061857,0.0,8005.691245167526,0.0,584.024524806701
2026-01-05 10:00:00+00:00,1426.6829129373475,754.6438567941416,0.0,0.0,1636.6951179820994,0.0,439.62554922701383,0.0,8051.867941415785,0.0,595.7346216436127
2026-01-05 11:00:00+00:00,1738.9033485540333,675.6335616438356,0.0,0.0,1515.0570776255706,0.0,153.55308219178082,0.0,7888.533675799086,0.0,582.8192541856926
2026-01-05 12:00:00+00:00,1750.2267793693093,513.3906423495448,0.0,0.0,1513.2241005996002,0.0,0.0,0.0,8082.9659948922945,0.0,585.9424827892516
2026-01-05 13:00:00+00:00,1067.3227197677068,422.2536153495787,0.0,1.4610851742199955,1651.7567894557048,0.0,141.72526189933956,0.0,8933.074755181051,0.0,613.6557731723981
2026-01-05 14:00:00+00:00,495.2677145708583,362.9176923929918,0.0,56.422904191616766,1491.3757762253272,0.0,339.23400421379466,0.0,9226.189703925484,0.0,592.092204479929
2026-01-05 15:00:00+00:00,1.2436330162626572,3.5038866728035187,0.0,0.9080495039378131,24.64564794926869,0.0,5.754270226040708,0.0,148.44635368722513,0.0,8.498158944461492
2026-01-05 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 19:00:00+00:00,0.0,2.306727956539908,0.0,1.657960718763059,50.15331174258253,0.0,10.668616798997075,0.0,264.35462808190556,0.0,15.858754701211868
2026-01-05 20:00:00+00:00,0.0,3.5050379198266524,0.0,0.11814734561213436,51.90606717226436,0.0,9.58962621885157,0.0,281.0528439869989,0.0,17.32827735644637
2026-01-05 21:00:00+00:00,0.0,3.6534827653613084,0.0,0.0,52.1027236593471,0.0,9.397569557568255,0.0,228.64712973219522,0.0,17.699094285528115
2026-01-05 22:00:00+00:00,0.0,3.167315175097276,0.0,0.0,36.21011673151751,0.0,4.20881971465629,0.0,120.12970168612192,0.0,12.284046692607005
2026-01-05 23:00:00+00:00,0.0,16.30750965452458,0.0,0.0,135.52486692412066,0.0,7.2910708694290784,0.0,326.9293915040183,0.0,47.197161047907315
2026-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 01:00:00+00:00,0.0,20.005670161841806,0.0,0.0,137.98632322771826,0.0,0.0,0.0,307.6531798495555,0.0,49.10482676088443
2026-01-06 02:00:00+00:00,0.0,23.49356858281161,0.0,0.0,154.95196357427434,0.0,0.0,0.0,346.2661639157655,0.0,55.038303927148554
2026-01-06 03:00:00+00:00,0.0,17.65987549518959,0.0,0.0,138.65237691001698,0.0,0.0,0.0,291.22028862478777,0.0,46.217458970005666
2026-01-06 04:00:00+00:00,0.0,4.974025,0.0,0.0,40.634975000000004,0.0,0.0,0.0,105.710425,0.0,13.930575
2026-01-06 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 06:00:00+00:00,0.029517793358909913,0.8973409181108613,0.0,0.0,4.7897539357057815,0.0,0.7418805397539358,0.0,21.61686400317502,0.0,1.6746428098954889
2026-01-06 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 08:00:00+00:00,2.8511934516370903,2.5313827793051735,0.0,0.4986878280429893,13.480832916770808,0.0,2.3091414646338415,0.0,60.49300174956261,0.0,4.585759810047488
2026-01-06 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 14:00:00+00:00,0.4872623574144487,3.37319391634981,0.013941698352344739,0.002091254752851711,1.5670468948035488,0.0,0.23561470215462613,0.0,7.487389100126743,0.0,0.5834600760456273
2026-01-06 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 19:00:00+00:00,0.0,67.13904277087389,0.28197834007086886,1.2971003643259968,32.99146578829166,0.0,1.170210111294106,0.0,167.55152967011028,0.0,12.06867295503319
2026-01-06 20:00:00+00:00,0.0,55.22844827586207,0.25862068965517243,0.02586206896551724,30.11637931034483,0.0,1.3836206896551724,0.0,155.56034482758622,0.0,10.926724137931036
2026-01-06 21:00:00+00:00,0.0,37.06332015099766,0.2477080711846126,0.0,23.38777038768051,0.0,0.0,0.0,103.06719995206423,0.0,8.484001438072983
2026-01-06 22:00:00+00:00,0.0,14.725200222028388,0.11323447783680914,0.0,10.969590040440886,0.0,0.0,0.0,29.842003013242405,0.0,3.849972246451511
2026-01-06 23:00:00+00:00,0.0,42.56261464065366,0.3011505752876438,0.0,28.38344172086043,0.0,0.9034517258629314,0.0,67.84671502417876,0.0,10.50262631315658
2026-01-07 00:00:00+00:00,0.0,32.88881736251609,0.22884862975905831,0.0,23.756667279749863,0.0,0.0,0.0,52.3954386610263,0.0,9.230228066948685
2026-01-07 01:00:00+00:00,0.0,67.25647241345874,0.5459129254339183,0.0,58.68563948414622,0.0,0.0,0.0,131.64690196838941,0.0,23.365073208571708
2026-01-07 02:00:00+00:00,0.0,36.65868138735548,0.43641287365899384,0.0,47.59082387251328,0.0,0.0,0.0,106.44109988542861,0.0,18.37298198104364
2026-01-07 03:00:00+00:00,0.0,6.0953869550523825,0.1456009913258984,0.0,14.652754308888138,0.0,0.0,0.0,32.303565393714095,0.0,5.5526923510194885
2026-01-07 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 20:00:00+00:00,0.0,1.2365618986529827,0.026940346375881975,0.001347017318794099,3.2247594611930728,0.0,0.5105195638229634,0.0,14.837395766516996,0.0,1.1624759461193073
2026-01-07 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 01:00:00+00:00,0.0,5.609766925638179,0.13634850166481688,0.0,14.829522752497224,0.0,0.0,0.0,32.43146503884572,0.0,5.492896781354052
2026-01-08 02:00:00+00:00,0.0,8.957036460649178,0.1856380613606047,0.0,20.85643619386394,0.0,0.0,0.0,45.68552690084483,0.0,7.815362383281458
2026-01-08 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 09:00:00+00:00,148.85908772544212,6.933417965330064,0.4885965680266153,1.0469926457713186,51.39570565575206,0.0,9.260068289266329,0.0,294.25146646821923,0.0,19.264664682192258
2026-01-08 10:00:00+00:00,214.97207132217648,7.749474283711557,0.6067204065539298,0.0,54.577258389555766,0.0,1.4892228160869185,0.0,327.353237536143,0.0,22.752015245772366
2026-01-08 11:00:00+00:00,217.71964906403116,5.839963985091503,0.5309058168265003,0.0,46.33359855940366,0.0,0.0,0.0,285.506669039742,0.0,20.31921353490515
2026-01-08 12:00:00+00:00,176.1642105263158,4.18219298245614,0.4267543859649123,0.06401315789473684,47.284385964912275,0.0,0.0,0.0,240.71081140350879,0.0,17.66763157894737
2026-01-08 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 23:00:00+00:00,0.0,82.07120240794309,0.35749745915096554,0.0,36.15831443984052,0.0,0.0,0.0,84.79499257290283,0.0,14.367993120162614
